shipment_id,warehouse_id,shipment_mode,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,product_importance,gender,discount_offered,weight_in_gms,delivery_status,order_id
1879,D,Ship,3,1,136,2,medium,F,61,1509,On Time,580520
1880,F,Ship,3,1,143,2,low,F,63,1246,On Time,517402
1881,A,Ship,3,4,267,3,low,F,55,2923,On Time,522152
1882,B,Ship,3,1,198,2,medium,F,49,3573,On Time,537240
1883,C,Ship,4,1,201,10,medium,M,37,3402,On Time,534709
1884,F,Ship,3,5,241,10,medium,M,41,3015,On Time,540798
1885,D,Ship,5,4,269,3,medium,F,51,3415,On Time,498491
1886,F,Ship,5,3,123,2,low,F,30,1068,On Time,567909
1887,A,Ship,3,4,178,2,low,F,35,1183,On Time,546683
1888,B,Ship,3,5,203,3,low,F,58,3231,On Time,523560
1889,C,Ship,3,2,169,10,medium,F,4,1665,On Time,550500
1890,F,Ship,3,4,190,10,medium,F,38,2018,On Time,544788
1891,D,Ship,3,4,190,7,medium,F,51,2391,On Time,535274
1892,F,Road,4,5,238,10,medium,F,44,3860,On Time,520675
1893,A,Road,5,1,247,10,medium,F,57,2377,On Time,579135
1894,B,Road,4,3,190,10,low,M,34,3935,On Time,557628
1895,C,Road,3,2,168,3,low,M,15,1862,On Time,580652
1896,F,Road,2,1,190,3,low,M,59,2108,On Time,536787
1897,D,Road,2,3,170,8,low,M,61,1240,On Time,553544
1898,F,Road,4,1,226,7,low,M,41,2964,On Time,515590
1899,A,Road,5,2,256,7,low,F,41,2758,On Time,525040
1900,B,Road,2,5,104,7,low,M,12,1064,On Time,554092
1901,C,Road,4,4,192,3,medium,M,39,2943,On Time,570179
1902,F,Road,5,2,195,6,low,M,38,1338,On Time,536415
1903,D,Road,3,5,271,4,low,M,51,1134,On Time,501176
1904,F,Road,2,1,296,5,medium,M,29,1648,On Time,499232
1905,A,Road,4,5,277,5,medium,F,32,1055,On Time,569699
1906,B,Road,2,4,140,3,low,M,32,1819,On Time,530422
1907,C,Road,4,1,148,3,high,F,23,1814,On Time,541855
1908,F,Road,4,5,238,2,low,F,1,2644,On Time,574709
1909,D,Road,5,3,220,3,low,M,37,2294,On Time,539437
1910,F,Road,4,4,224,3,low,M,29,3623,On Time,578947
1911,A,Road,4,5,162,3,low,F,31,1170,On Time,546910
1912,B,Road,4,2,202,4,low,F,1,3602,On Time,552004
1913,C,Road,3,5,226,3,medium,M,5,3914,On Time,528912
1914,F,Flight,4,3,246,2,low,M,60,2086,On Time,517871
1915,D,Flight,5,2,223,3,low,F,51,3687,On Time,523989
1916,F,Flight,5,2,156,2,medium,M,19,1311,On Time,576857
1917,A,Flight,2,5,189,2,low,M,38,3708,On Time,542100
1918,B,Flight,5,4,242,3,high,F,2,3564,On Time,525067
1919,C,Flight,4,5,207,2,medium,F,49,3736,On Time,525972
1920,F,Flight,3,3,161,3,low,F,24,1920,On Time,564017
1921,D,Flight,4,5,232,2,low,F,21,3128,On Time,564308
1922,F,Flight,6,4,194,3,low,M,10,2554,On Time,494663
1923,A,Flight,5,5,161,3,medium,F,59,1037,On Time,559503
1924,B,Flight,4,1,269,3,medium,F,23,3652,On Time,499980
1925,C,Flight,3,3,219,2,low,F,41,3932,On Time,520680
1926,F,Flight,5,2,161,2,medium,F,59,1859,On Time,502913
1927,D,Flight,3,1,264,4,low,M,33,3561,On Time,560433
1928,F,Flight,5,2,151,3,medium,M,20,1395,On Time,537135
1929,A,Flight,5,5,177,2,high,F,31,2000,On Time,526174
1930,B,Flight,2,5,193,5,medium,F,13,2882,On Time,493995
1931,C,Flight,4,4,212,4,medium,M,16,2494,On Time,562850
1932,F,Flight,4,1,210,2,medium,F,7,3405,On Time,494479
1933,D,Flight,4,2,164,2,medium,F,43,1976,On Time,537200
1934,F,Flight,4,2,219,3,low,M,2,3402,On Time,569698
1935,A,Flight,4,4,216,4,medium,M,27,3740,On Time,546236
1936,B,Ship,5,2,174,2,medium,M,54,1091,On Time,577792
1937,C,Ship,3,5,199,2,low,M,46,2728,On Time,521954
1938,F,Ship,3,4,181,3,low,M,45,2486,On Time,579512
1939,D,Ship,3,2,220,3,low,M,22,2818,On Time,577167
1940,F,Ship,3,1,215,2,low,F,47,3678,On Time,525871
1941,A,Ship,4,5,248,4,high,F,56,2840,On Time,508753
1942,B,Ship,3,2,183,4,low,M,49,2414,On Time,499232
1943,C,Ship,4,2,194,4,medium,F,26,3818,On Time,552232
1944,F,Ship,4,4,224,2,high,F,31,2084,On Time,576339
1945,D,Ship,4,4,184,3,low,F,52,3128,On Time,581219
1946,F,Ship,4,1,160,2,low,M,28,1276,On Time,565877
1947,A,Ship,5,1,182,3,low,M,8,3580,On Time,581217
1948,B,Ship,3,2,116,2,low,F,22,1430,On Time,568234
1949,C,Ship,4,4,170,4,low,M,39,1868,On Time,513607
1950,F,Ship,5,1,201,2,medium,F,54,2158,On Time,538351
1951,D,Ship,4,3,148,2,low,M,29,1809,On Time,518225
1952,F,Ship,5,1,165,3,low,F,27,1905,On Time,558475
1953,A,Ship,3,5,135,3,low,M,20,1772,On Time,499463
1954,B,Ship,4,4,263,2,medium,F,41,3955,On Time,506723
1955,C,Ship,5,4,228,3,medium,M,20,3382,On Time,502436
1956,F,Ship,6,5,275,5,medium,M,51,3569,On Time,540122
1957,D,Ship,4,1,224,3,low,M,27,3400,On Time,546249
1958,F,Ship,3,1,202,3,low,F,1,3738,On Time,496928
1959,A,Ship,4,2,163,3,low,F,11,1926,On Time,555076
1960,B,Ship,4,5,268,3,low,F,64,2386,On Time,501618
1961,C,Ship,3,3,207,3,low,F,62,3277,On Time,581497
1962,F,Ship,2,3,117,2,medium,M,36,1210,On Time,516567
1963,D,Ship,2,1,165,4,low,F,57,1881,On Time,563855
1964,F,Ship,3,3,181,2,high,M,65,3234,On Time,537193
1965,A,Ship,6,5,212,4,medium,F,13,3676,On Time,513405
1966,B,Ship,3,4,226,3,medium,F,26,2299,On Time,551953
1967,C,Ship,4,1,195,3,low,M,43,2849,On Time,518427
1968,F,Ship,4,5,263,2,medium,M,13,2779,On Time,519029
1969,D,Ship,4,4,136,2,medium,F,16,1131,On Time,579267
1970,F,Ship,3,5,163,2,low,F,49,1034,On Time,C566205
1971,A,Ship,5,2,144,3,low,M,49,1202,On Time,556056
1972,B,Ship,4,4,240,3,low,F,62,3478,On Time,521357
1973,C,Ship,4,5,243,2,low,M,19,2829,On Time,560033
1974,F,Ship,5,1,201,3,medium,M,19,2696,On Time,534783
1975,D,Ship,5,3,242,3,low,M,58,3411,On Time,545343
1976,F,Ship,3,1,187,2,high,M,56,3774,On Time,578519
1977,A,Ship,4,3,162,3,low,M,53,1194,On Time,528883
1978,B,Ship,3,3,147,3,low,M,16,1563,On Time,542398
1979,C,Ship,3,4,268,2,high,F,39,2822,On Time,C550353
1980,F,Ship,4,3,237,3,low,M,57,3952,On Time,547386
1981,D,Ship,3,2,157,2,low,M,29,1115,On Time,546625
1982,F,Ship,4,2,176,3,medium,F,12,1750,On Time,506146
1983,A,Ship,4,5,134,4,low,M,36,1191,On Time,578696
1984,B,Ship,3,4,234,2,medium,M,52,3543,On Time,500335
1985,C,Ship,3,3,154,2,low,F,57,1096,On Time,491663
1986,F,Ship,2,1,209,5,low,F,64,2016,On Time,561870
1987,D,Ship,5,4,138,2,medium,M,38,1803,On Time,540672
1988,F,Ship,2,3,151,3,medium,M,22,1024,On Time,494811
1989,A,Ship,4,4,252,6,medium,M,44,2676,On Time,544569
1990,B,Ship,3,1,155,2,medium,F,6,1490,On Time,537242
1991,C,Ship,3,3,139,4,high,M,17,1137,On Time,516625
1992,F,Ship,4,5,258,3,medium,F,37,2289,On Time,518348
1993,D,Ship,4,2,172,3,low,M,1,1182,On Time,528329
1994,F,Ship,4,3,239,3,low,F,28,2741,On Time,490522
1995,A,Ship,3,1,165,3,low,F,1,1417,On Time,568716
1996,B,Ship,4,5,177,2,low,M,47,1536,On Time,540355
1997,C,Ship,5,1,187,2,low,F,17,3513,On Time,551004
1998,F,Ship,6,2,172,2,low,M,41,1006,On Time,491170
1999,D,Ship,4,4,168,3,low,F,35,1434,On Time,495406
2000,F,Ship,3,4,249,3,low,M,31,3489,On Time,C566460
2001,A,Ship,4,3,135,3,medium,F,11,1322,On Time,536205
2002,B,Ship,4,3,134,3,medium,M,13,1985,On Time,536759
2003,C,Ship,3,1,269,2,low,F,35,3524,On Time,528305
2004,F,Ship,6,5,210,5,high,M,37,3236,On Time,506224
2005,D,Ship,5,4,285,6,high,M,63,3151,On Time,577480
2006,F,Ship,4,2,244,2,medium,M,15,2857,On Time,547389
2007,A,Ship,3,2,209,2,low,F,24,2748,On Time,572283
2008,B,Ship,4,3,154,3,medium,M,52,1432,On Time,516963
2009,C,Ship,3,2,134,3,medium,F,54,1932,On Time,571551
2010,F,Ship,3,5,168,4,medium,M,23,1347,On Time,567183
2011,D,Ship,4,5,264,3,medium,M,57,3753,On Time,539631
2012,F,Ship,4,2,276,6,high,F,36,2843,On Time,574740
2013,A,Ship,3,4,195,3,medium,M,23,3499,On Time,558200
2014,B,Ship,5,3,174,5,medium,M,47,1909,On Time,506451
2015,C,Ship,3,4,241,3,low,F,50,3074,On Time,524513
2016,F,Ship,5,5,166,3,medium,F,20,1267,On Time,528913
2017,D,Ship,3,2,190,3,low,M,37,3315,On Time,575952
2018,F,Ship,3,1,231,2,low,F,12,2123,On Time,522059
2019,A,Ship,5,4,206,4,low,F,3,3755,On Time,497398
2020,B,Ship,4,4,212,3,medium,M,50,2073,On Time,499968
2021,C,Ship,3,5,212,3,low,F,2,2456,On Time,511473
2022,F,Ship,4,5,246,6,low,M,64,2271,On Time,516707
2023,D,Ship,4,4,264,2,medium,F,12,2203,On Time,500380
2024,F,Ship,3,4,208,2,low,F,37,2537,On Time,548151
2025,A,Ship,3,4,210,3,low,F,7,2878,On Time,521114
2026,B,Ship,3,2,183,3,low,F,44,2896,On Time,537859
2027,C,Ship,4,2,265,3,low,F,41,3498,On Time,512724
2028,F,Ship,3,5,187,3,low,M,20,2374,On Time,581405
2029,D,Road,2,4,183,3,low,F,12,3090,On Time,515479
2030,F,Road,3,3,176,2,low,F,58,1730,On Time,532127
2031,A,Road,4,5,266,3,medium,M,5,3718,On Time,503472
2032,B,Road,3,2,143,4,medium,F,22,1249,On Time,559040
2033,C,Road,3,4,195,2,medium,F,32,3719,On Time,C515696
2034,F,Road,3,2,264,4,high,F,32,2754,On Time,504139
2035,D,Road,3,5,243,2,medium,M,42,3421,On Time,570180
2036,F,Road,5,2,142,2,low,F,55,1758,On Time,572519
2037,A,Road,4,2,172,2,low,M,23,1019,On Time,503447
2038,B,Road,4,1,280,3,medium,M,2,3366,On Time,513907
2039,C,Road,3,2,254,2,low,M,37,2469,On Time,506278
2040,F,Road,5,2,202,3,medium,M,34,3885,On Time,516752
2041,D,Road,5,3,110,5,low,M,21,1011,On Time,522808
2042,F,Road,4,4,162,2,medium,M,30,1158,On Time,517539
2043,A,Road,3,3,183,3,medium,M,21,2585,On Time,572308
2044,B,Road,4,2,260,2,low,F,31,2805,On Time,557750
2045,C,Road,3,5,109,5,low,M,27,1581,On Time,532983
2046,F,Road,3,3,273,4,low,M,12,2151,On Time,494807
2047,D,Road,5,2,262,6,medium,M,10,3164,On Time,547709
2048,F,Road,2,4,239,5,low,F,59,2181,On Time,568676
2049,A,Road,3,2,185,2,high,F,49,3864,On Time,559938
2050,B,Road,4,4,248,3,medium,M,59,2868,On Time,554278
2051,C,Flight,5,4,180,2,low,M,52,1122,On Time,553762
2052,F,Flight,4,5,221,3,low,F,43,3561,On Time,578067
2053,D,Flight,3,5,162,2,low,M,28,1948,On Time,527753
2054,F,Flight,2,5,162,4,medium,M,49,1671,On Time,495949
2055,A,Flight,3,1,145,2,low,M,28,1313,On Time,501307
2056,B,Flight,5,3,228,3,medium,F,38,3631,On Time,500306
2057,C,Flight,3,4,196,3,low,M,47,2447,On Time,579470
2058,F,Flight,3,4,254,2,high,M,56,3266,On Time,538343
2059,D,Flight,5,2,215,2,medium,M,46,3942,On Time,514161
2060,F,Flight,5,2,265,3,medium,F,33,2734,On Time,508733
2061,A,Flight,3,2,173,3,high,M,60,1582,On Time,521162
2062,B,Flight,4,2,233,7,medium,M,64,3146,On Time,503277
2063,C,Flight,4,3,213,2,low,M,27,2034,On Time,571931
2064,F,Flight,4,1,124,2,medium,M,22,1714,On Time,576463
2065,D,Flight,3,4,156,4,medium,F,7,1492,On Time,534218
2066,F,Flight,3,1,265,3,medium,M,11,2194,On Time,534656
2067,A,Flight,3,1,139,3,high,F,6,1269,On Time,580721
2068,B,Flight,2,4,225,10,high,M,46,2690,On Time,493395
2069,C,Flight,5,4,178,7,medium,F,36,1179,On Time,510442
2070,F,Flight,3,4,190,10,medium,F,32,2064,On Time,567954
2071,D,Flight,3,4,272,10,medium,M,63,2455,On Time,497590
2072,F,Flight,3,1,153,2,medium,F,51,1841,On Time,522253
2073,A,Ship,3,1,235,10,low,M,7,2991,On Time,539046
2074,B,Ship,5,1,214,3,low,M,33,2562,On Time,493814
2075,C,Ship,3,4,175,2,low,F,2,1072,On Time,575334
2076,F,Ship,3,1,176,3,low,F,63,1420,On Time,519881
2077,D,Ship,3,4,172,10,high,F,23,1875,On Time,537227
2078,F,Ship,5,2,195,6,low,M,35,1852,On Time,572037
2079,A,Ship,3,5,271,4,low,F,10,1679,On Time,503774
2080,B,Ship,5,4,228,3,medium,M,42,3145,On Time,539493
2081,C,Ship,3,4,196,3,low,F,52,2129,On Time,569261
2082,F,Ship,3,1,254,2,high,F,60,3590,On Time,576617
2083,D,Ship,5,4,215,2,medium,M,34,2713,On Time,506170
2084,F,Ship,5,5,265,3,medium,M,46,3997,On Time,537434
2085,A,Ship,3,2,173,3,high,M,40,1723,On Time,521771
2086,B,Ship,4,2,233,7,medium,M,56,3925,On Time,507393
2087,C,Ship,4,4,213,2,low,F,27,2938,On Time,491999
2088,F,Ship,4,2,124,2,medium,M,50,1592,On Time,500158
2089,D,Ship,3,5,156,4,medium,F,26,1769,On Time,530020
2090,F,Ship,3,1,265,3,medium,F,61,3010,On Time,547088
2091,A,Ship,3,2,139,3,high,F,4,1546,On Time,578299
2092,B,Ship,2,4,225,10,high,M,56,3384,On Time,569669
2093,C,Ship,5,4,178,7,medium,M,52,1824,On Time,570690
2094,F,Ship,3,3,190,10,medium,M,4,3062,On Time,578149
2095,D,Ship,3,5,272,10,medium,M,59,2182,On Time,495716
2096,F,Ship,3,4,153,2,medium,M,37,1740,On Time,550972
2097,A,Ship,3,1,235,10,low,M,56,2175,On Time,575848
2098,B,Ship,5,4,214,3,low,M,52,3403,On Time,535586
2099,C,Ship,3,5,175,2,low,F,40,1460,On Time,553223
2100,F,Ship,3,2,176,3,low,F,29,1953,On Time,522125
2101,D,Ship,3,1,172,10,high,F,30,1294,On Time,512401
2102,F,Ship,5,1,195,6,low,F,29,1039,On Time,530087
2103,A,Ship,3,5,164,3,low,M,61,1473,On Time,504916
2104,B,Ship,3,1,231,3,medium,F,33,2755,On Time,525018
2105,C,Ship,5,5,248,3,medium,F,9,3873,On Time,522610
2106,F,Ship,4,5,237,2,medium,F,60,3427,On Time,554963
2107,D,Ship,3,1,111,4,low,F,8,1620,On Time,528139
2108,F,Ship,5,5,106,5,low,F,46,1275,On Time,507376
2109,A,Ship,4,2,139,3,low,M,29,1365,On Time,543770
2110,B,Ship,4,3,149,2,low,F,58,1657,On Time,545655
2111,C,Ship,4,5,180,3,low,F,24,1513,On Time,544074
2112,F,Ship,3,2,212,2,medium,F,65,3776,On Time,559804
2113,D,Ship,4,2,183,3,low,M,5,3716,On Time,505748
2114,F,Ship,6,4,164,5,low,M,20,1555,On Time,537405
2115,A,Ship,4,1,143,3,medium,F,28,1197,On Time,527293
2116,B,Ship,3,3,162,2,medium,M,5,1202,On Time,498161
2117,C,Ship,4,2,202,4,medium,M,56,3098,On Time,542719
2118,F,Ship,3,2,135,2,medium,F,2,1150,On Time,495238
2119,D,Ship,3,2,232,2,low,F,58,2054,On Time,568517
2120,F,Ship,3,3,218,3,low,M,19,3770,On Time,511938
2121,A,Ship,5,4,177,2,low,M,14,1735,On Time,574675
2122,B,Ship,4,4,168,2,medium,M,63,1474,On Time,552453
2123,C,Ship,3,4,181,2,medium,F,45,3448,On Time,580358
2124,F,Ship,3,2,238,2,low,F,29,3728,On Time,567667
2125,D,Ship,3,2,250,5,low,F,36,2717,On Time,515569
2126,F,Ship,3,1,152,2,low,F,25,1848,On Time,496710
2127,A,Ship,4,5,242,4,low,F,35,3215,On Time,559813
2128,B,Ship,3,1,236,2,high,M,2,3949,On Time,513114
2129,C,Ship,4,1,238,4,low,F,22,3950,On Time,492302
2130,F,Ship,4,4,165,5,low,M,21,1727,On Time,520496
2131,D,Ship,4,2,271,3,medium,M,50,3448,On Time,527963
2132,F,Ship,3,3,109,2,medium,M,18,1661,On Time,562342
2133,A,Ship,4,1,235,3,high,F,22,3695,On Time,555348
2134,B,Ship,3,3,186,3,medium,M,49,2356,On Time,572484
2135,C,Ship,4,1,202,2,low,M,40,2327,On Time,546896
2136,F,Ship,3,3,188,4,medium,M,3,3075,On Time,535807
2137,D,Ship,5,3,224,2,medium,M,52,3824,On Time,559170
2138,F,Ship,5,3,239,4,low,M,3,3734,On Time,571965
2139,A,Ship,2,3,140,2,medium,M,20,1832,On Time,507390
2140,B,Ship,6,3,272,3,low,F,39,2518,On Time,568493
2141,C,Ship,3,3,160,3,medium,F,65,1228,On Time,577321
2142,F,Ship,3,3,261,3,medium,M,14,3479,On Time,497031
2143,D,Ship,3,5,199,3,medium,F,62,3259,On Time,581217
2144,F,Ship,3,1,154,2,medium,F,56,1300,On Time,572458
2145,A,Ship,3,5,237,3,low,M,55,2451,On Time,511852
2146,B,Ship,4,4,181,3,low,M,44,2070,On Time,551702
2147,C,Ship,3,3,133,6,low,F,10,1686,On Time,572307
2148,F,Ship,3,4,150,3,medium,M,47,1511,On Time,517861
2149,D,Ship,6,5,152,3,medium,F,62,1325,On Time,525433
2150,F,Ship,6,1,142,5,low,F,30,1464,On Time,573347
2151,A,Ship,4,3,214,2,low,M,57,2078,On Time,490284
2152,B,Ship,5,1,155,2,medium,F,40,1024,On Time,524368
2153,C,Ship,4,2,191,2,low,M,11,3985,On Time,523929
2154,F,Ship,4,5,133,2,medium,M,39,1106,On Time,567507
2155,D,Ship,3,3,211,4,high,F,22,2942,On Time,544319
2156,F,Ship,4,3,212,4,low,M,28,2422,On Time,547063
2157,A,Ship,3,1,150,2,low,M,9,1158,On Time,580543
2158,B,Ship,3,5,208,3,low,F,41,3977,On Time,536805
2159,C,Ship,4,2,157,2,medium,M,15,1724,On Time,535260
2160,F,Ship,4,4,228,3,low,M,60,2715,On Time,509759
2161,D,Ship,3,4,254,2,medium,F,44,3786,On Time,580677
2162,F,Ship,4,2,270,2,low,M,65,3599,On Time,554280
2163,A,Ship,6,2,195,3,medium,M,30,3462,On Time,566055
2164,B,Ship,4,5,193,4,low,M,33,2173,On Time,523023
2165,C,Ship,5,4,165,3,medium,F,48,1240,On Time,501652
2166,F,Road,3,1,177,2,low,M,38,1099,On Time,518857
2167,D,Road,3,4,244,3,low,F,46,2844,On Time,539453
2168,F,Road,3,2,151,2,low,M,26,1793,On Time,512168
2169,A,Road,3,1,164,2,low,M,2,1104,On Time,519943
2170,B,Road,5,1,165,3,low,F,37,1228,On Time,535816
2171,C,Road,3,4,256,2,medium,M,55,2247,On Time,562106
2172,F,Road,4,4,150,4,low,M,5,1263,On Time,542729
2173,D,Road,2,3,255,3,low,M,27,3484,On Time,534187
2174,F,Road,4,3,268,3,medium,F,23,2996,On Time,553673
2175,A,Road,3,5,166,3,low,F,1,1366,On Time,577502
2176,B,Road,3,5,230,3,low,F,49,3477,On Time,576644
2177,C,Road,4,3,163,3,low,F,45,1395,On Time,530915
2178,F,Road,4,4,139,3,high,F,64,1415,On Time,490398
2179,D,Road,3,5,161,3,medium,F,10,1978,On Time,551250
2180,F,Road,6,2,181,4,high,F,6,3003,On Time,554938
2181,A,Road,4,1,242,3,high,M,47,3489,On Time,523062
2182,B,Road,3,3,151,3,low,F,24,1139,On Time,491800
2183,C,Road,3,4,167,3,medium,M,50,1068,On Time,C509176
2184,F,Road,3,2,257,3,low,F,25,2334,On Time,581334
2185,D,Road,3,2,204,2,medium,F,35,2090,On Time,553134
2186,F,Road,5,3,219,3,low,M,1,2027,On Time,491603
2187,A,Road,3,4,202,3,medium,M,28,3707,On Time,579285
2188,B,Flight,4,5,155,2,medium,M,41,1367,On Time,580654
2189,C,Flight,3,3,183,3,high,F,6,3364,On Time,562715
2190,F,Flight,5,1,184,3,low,F,19,2625,On Time,576844
2191,D,Flight,4,5,230,2,low,F,38,2890,On Time,570688
2192,F,Flight,4,2,139,4,low,F,41,1511,On Time,555350
2193,A,Flight,4,4,252,3,medium,F,7,2477,On Time,537155
2194,B,Flight,3,2,272,3,medium,F,40,3766,On Time,525065
2195,C,Flight,3,2,134,3,low,F,20,1391,On Time,574482
2196,F,Flight,3,5,169,3,medium,M,13,1934,On Time,535399
2197,D,Flight,4,2,214,2,low,M,49,3416,On Time,549751
2198,F,Flight,3,3,163,3,medium,F,65,1614,On Time,574887
2199,A,Flight,4,2,150,3,low,F,48,1193,On Time,500505
2200,B,Flight,5,5,216,2,high,M,33,3202,On Time,537140
2201,C,Flight,5,2,116,5,high,F,56,1130,On Time,537335
2202,F,Flight,3,4,144,2,low,F,33,1811,On Time,559055
2203,D,Flight,5,3,266,3,low,F,19,2508,On Time,495886
2204,F,Flight,3,3,154,4,medium,F,62,1616,On Time,514719
2205,A,Flight,4,3,255,5,low,M,18,3644,On Time,490525
2206,B,Flight,6,2,229,3,medium,M,13,2322,On Time,504704
2207,C,Flight,2,1,111,3,medium,M,16,1882,On Time,C556930
2208,F,Flight,3,3,160,2,medium,F,32,1718,On Time,576650
2209,D,Flight,3,1,184,2,low,F,31,3191,On Time,544323
2210,F,Ship,4,4,218,4,low,M,45,3234,On Time,560772
2211,A,Ship,5,1,137,2,low,M,52,1012,On Time,499638
2212,B,Ship,4,2,204,3,medium,M,14,3829,On Time,577337
2213,C,Ship,6,1,105,5,low,F,57,1784,On Time,521473
2214,F,Ship,3,1,256,2,medium,F,63,3046,On Time,500472
2215,D,Ship,4,2,182,2,medium,F,54,3261,On Time,547785
2216,F,Ship,3,4,260,4,high,M,17,2666,On Time,564825
2217,A,Ship,4,2,166,3,low,M,62,1944,On Time,497918
2218,B,Ship,5,2,160,4,medium,M,43,1479,On Time,560239
2219,C,Ship,4,2,243,3,medium,F,13,2850,On Time,523726
2220,F,Ship,6,5,240,4,medium,M,62,2400,On Time,525753
2221,D,Ship,6,1,229,6,low,M,35,3239,On Time,507306
2222,F,Ship,3,1,164,2,low,M,2,1304,On Time,493696
2223,A,Ship,3,4,234,3,medium,F,37,2111,On Time,499246
2224,B,Ship,4,1,97,2,high,M,15,1836,On Time,496400
2225,C,Ship,4,3,258,3,low,F,12,2017,On Time,547669
2226,F,Ship,3,1,147,2,medium,M,52,1934,On Time,499878
2227,D,Ship,4,3,180,4,low,M,14,1686,On Time,525248
2228,F,Ship,5,1,212,3,low,F,11,2073,On Time,531256
2229,A,Ship,3,4,198,2,medium,M,19,2373,On Time,510417
2230,B,Ship,3,1,239,3,low,F,63,2154,On Time,519578
2231,C,Ship,4,3,158,2,low,M,46,1374,On Time,566453
2232,F,Ship,4,3,218,3,high,F,57,3311,On Time,568554
2233,D,Ship,4,4,156,3,low,M,20,1523,On Time,511073
2234,F,Ship,3,4,235,3,low,M,52,3447,On Time,548978
2235,A,Ship,4,5,168,3,low,F,4,1363,On Time,570430
2236,B,Ship,3,1,178,3,high,F,36,1297,On Time,516941
2237,C,Ship,4,2,275,3,medium,M,26,2449,On Time,507668
2238,F,Ship,3,4,139,2,low,M,45,1192,On Time,511055
2239,D,Ship,2,5,236,3,medium,F,13,2171,On Time,560772
2240,F,Ship,3,4,155,2,low,F,37,1780,On Time,550331
2241,A,Ship,3,3,168,3,medium,M,11,1008,On Time,525761
2242,B,Ship,4,1,151,2,low,M,42,1367,On Time,571508
2243,C,Ship,3,4,113,4,low,F,56,1154,On Time,567378
2244,F,Ship,4,3,133,3,medium,F,50,1861,On Time,560233
2245,D,Ship,5,4,163,4,medium,M,57,1613,On Time,571017
2246,F,Ship,5,3,206,2,medium,F,59,3278,On Time,526738
2247,A,Ship,3,2,177,2,medium,F,23,1929,On Time,497922
2248,B,Ship,3,2,206,2,low,M,3,2261,On Time,562955
2249,C,Ship,5,1,189,3,medium,M,13,3492,On Time,538108
2250,F,Ship,3,4,270,2,low,M,39,3690,On Time,541423
2251,D,Ship,4,1,238,3,low,F,33,2013,On Time,572296
2252,F,Ship,5,1,143,2,low,M,46,1387,On Time,555728
2253,A,Ship,4,1,173,2,medium,M,53,1251,On Time,525584
2254,B,Ship,3,5,134,3,medium,M,38,1169,On Time,551014
2255,C,Ship,4,4,176,3,high,M,34,1283,On Time,553035
2256,F,Ship,4,3,160,2,medium,F,38,1961,On Time,556959
2257,D,Ship,3,4,230,3,high,F,22,3546,On Time,540418
2258,F,Ship,4,5,178,3,low,F,5,1012,On Time,532063
2259,A,Ship,3,2,256,4,low,F,18,2699,On Time,513657
2260,B,Ship,3,4,256,4,low,M,11,3030,On Time,551997
2261,C,Ship,3,2,208,4,medium,M,52,2900,On Time,519783
2262,F,Ship,4,3,119,3,low,F,40,1233,On Time,555400
2263,D,Ship,3,3,114,6,low,F,26,1825,On Time,578950
2264,F,Ship,3,5,225,3,low,F,1,2864,On Time,510675
2265,A,Ship,4,5,155,4,high,F,48,1972,On Time,528618
2266,B,Ship,4,4,223,3,medium,F,51,3895,On Time,493825
2267,C,Ship,5,3,194,3,medium,F,6,2736,On Time,559553
2268,F,Ship,5,4,281,4,medium,F,40,3381,On Time,490356
2269,D,Ship,4,1,132,4,medium,F,10,1343,On Time,524909
2270,F,Ship,4,1,229,3,medium,F,53,3423,On Time,547551
2271,A,Ship,4,2,251,3,low,F,10,3517,On Time,531373
2272,B,Ship,4,1,113,3,low,F,60,1200,On Time,562104
2273,C,Ship,5,5,234,6,low,F,52,2615,On Time,520349
2274,F,Ship,3,3,181,2,medium,M,58,3719,On Time,565440
2275,D,Ship,5,2,157,2,low,M,32,1497,On Time,499382
2276,F,Ship,3,1,155,3,low,M,49,1203,On Time,550641
2277,A,Ship,3,4,209,2,low,M,62,2935,On Time,581492
2278,B,Ship,4,3,264,3,low,F,39,2213,On Time,574877
2279,C,Ship,3,1,268,3,low,F,47,2479,On Time,549524
2280,F,Ship,6,1,224,3,medium,M,64,2705,On Time,580523
2281,D,Ship,4,4,223,10,low,M,24,3271,On Time,532571
2282,F,Ship,3,2,191,3,high,F,42,2374,On Time,545027
2283,A,Ship,4,1,184,3,high,F,47,3081,On Time,540163
2284,B,Ship,6,5,174,3,medium,F,32,1921,On Time,496007
2285,C,Ship,6,3,134,8,high,F,12,1371,On Time,500024
2286,F,Ship,4,1,135,2,high,F,25,1009,On Time,490075
2287,D,Ship,5,4,234,2,high,F,61,3084,On Time,491092
2288,F,Ship,3,1,215,6,high,M,5,3432,On Time,500827
2289,A,Ship,5,4,187,2,medium,F,10,3549,On Time,520176
2290,B,Ship,3,1,238,2,medium,F,50,3438,On Time,580632
2291,C,Ship,4,2,273,4,low,F,26,3223,On Time,538852
2292,F,Ship,5,4,192,3,medium,M,46,3709,On Time,515914
2293,D,Ship,3,5,268,4,high,M,5,3446,On Time,504673
2294,F,Ship,3,5,225,3,low,F,12,2721,On Time,568103
2295,A,Ship,4,5,155,4,high,F,54,1408,On Time,492943
2296,B,Ship,4,2,223,3,medium,F,56,3158,On Time,549116
